Tycho Brahe's Mars Observations																			
Source: Tychonis Brahe Dani Opera Omnia																			
"Imput by: Wayne Pafko (March 24, 2000)"							Brahe's Declination Data Converted to Numbers							1582.89					
"[MS] = Mars Symbol (you know…the ""male"" sign)"							(not adjusted to current dates)												
																			
Year	Day	Time	Quote	Volume	Page		Year	Month	Day	Day (adj)	Hour	Min	Days since 1 AD	Date		Dec (deg)	Dec (min)	Dec (sec)	Declination
1589	"DIE 12 FEBRUARIJ, MANE."	H.5 M.19	Declin. [MS]  13  33 1/6	11	330		1589	2	12	22	5		580434.71	1589.14	-1.00	13	33	10	-13.55
1589	"DIE 12 FEBRUARIJ, MANE."	H.5 M.19	13  32 1/2	11	330		1589	2	12	22	5		580434.71	1589.14	-1.00	13	32	30	-13.54
1589	"DIE 9 MARTIJ, MANE."	H.4 M.33	Decl. [MS]  13  36 M.	11	330		1589	3	9	19	4		580459.67	1589.21	-1.00	13	36		-13.60
1589	"DIE 9 MARTIJ, MANE."	H.4 M.33	13  36 1/2	11	330		1589	3	9	19	4		580459.67	1589.21	-1.00	13	36	30	-13.61
1589	"DIE 9 MARTIJ, MANE."	H.4 M.41 1/3	Declin. [MS]  13  36 1/2	11	330		1589	3	9	19	4		580459.67	1589.21	-1.00	13	36	30	-13.61
1589	"DIE 9 MARTIJ, MANE."	H.4 M.41 1/3	alt.  13  36 1/4	11	330		1589	3	9	19	4		580459.67	1589.21	-1.00	13	36	15	-13.60
1589	DIE 10 MARTIJ.	H.2 M.50 1/3	Declin. [MS]  13  37	11	331		1589	3	10	20	2		580460.58	1589.21	-1.00	13	37		-13.62
1589	DIE 10 MARTIJ.	H.2 M.50 1/3	alt. pin.  13  37 1/3	11	331		1589	3	10	20	2		580460.58	1589.21	-1.00	13	37	20	-13.62
1589	"DIE 12 MARTIJ, MANE."	H.2 M.35	Declinatio [MS]  13  36 1/2	11	331		1589	3	12	22	2		580462.58	1589.22	-1.00	13	36	30	-13.61
1589	"DIE 12 MARTIJ, MANE."	H.2 M.35	alt 13  37	11	331		1589	3	12	22	2		580462.58	1589.22	-1.00	13	37		-13.62
1589	"DIE 14 MARTIJ, MANE."	H.2 M.35	Decl. [MS] Auft. per Arm.  13  37	11	331		1589	3	14	24	2		580464.58	1589.23	-1.00	13	37		-13.62
1589	"DIE 14 MARTIJ, MANE."	H.2 M.35	13  36 1/2	11	331		1589	3	14	24	2		580464.58	1589.23	-1.00	13	36	30	-13.61
1589	"DIE 16 MARTIJ, MANE."	H.2 M.40	Decl. [MS] Mer. per Arm.  13  36	11	331		1589	3	16	26	2		580466.58	1589.23	-1.00	13	36		-13.60
1589	"DIE 16 MARTIJ, MANE."	H.2 M.40	alt.  13  35 5/6	11	331		1589	3	16	26	2		580466.58	1589.23	-1.00	13	35	50	-13.60
1589	"DIE 23 MARTIJ, MANE."	H.2 M.49 2/3	Erat [MS] Declin.  13  26	11	331		1589	3	23	33	2		580473.58	1589.25	-1.00	13	26		-13.43
1589	"DIE 23 MARTIJ, MANE."	H.2 M.49 2/3	per Armill.  Auft.  13  26 1/4	11	331		1589	3	23	33	2		580473.58	1589.25	-1.00	13	26	15	-13.44
1589	"DIE 23 MARTIJ, MANE."	H.3 M.27 S.25	"Declin. U, vtroques  13  26 1/4 M."	11	331		1589	3	23	33	3		580473.63	1589.25	-1.00	13	26	15	-13.44
1589	"DIE 4 APRILIS, VESPERI"	H.10  M.8 5/6	Declin. [MS]  12  41 2/3 M.	11	331		1589	4	4	14	10		580485.92	1589.28	-1.00	12	41	40	-12.69
1589	"DIE 4 APRILIS, VESPERI"	H.11 14 1/4	Decl. [MS] M.  12  40 1/3	11	332		1589	4	4	14	11		580485.96	1589.28	-1.00	12	40	20	-12.67
1589	"DIE 4 APRILIS, VESPERI"	H.11 14 1/4	alt.  12  40 1/2	11	332		1589	4	4	14	11		580485.96	1589.28	-1.00	12	40	30	-12.68
1589	DIE 8 APRILIS.	H.12 M.45 1/2	"Declin. [MS] M., vtroq  12  27"	11	332		1589	4	8	18	12		580490.00	1589.30	-1.00	12	27		-12.45
1589	"DIE 13 APRILIS, VESPERI"	H.11 M.12	Declin. [MS] M.  12  2 1/2	11	332		1589	4	13	23	11		580494.96	1589.31	-1.00	12	2	30	-12.04
1589	"DIE 13 APRILIS, VESPERI"	H.11 M.12	12  2 3/4	11	332		1589	4	13	23	11		580494.96	1589.31	-1.00	12	2	45	-12.05
1589	"DIE 13 APRILIS, VESPERI"	H.12  M.23 1/3	Declinatio [MS]  11  53	11	332		1589	4	13	23	12		580495.00	1589.31	-1.00	11	53		-11.88
1589	"DIE 13 APRILIS, VESPERI"	H.12  M.23 1/3	11  53 1/4	11	332		1589	4	13	23	12		580495.00	1589.31	-1.00	11	53	15	-11.89
1589	"DIE 20 APRILIS, VESPERI."	H.10 M.49 1/3	Declinatio [MS]  11  27 M.	11	332		1589	4	20	30	10		580501.92	1589.33	-1.00	11	27		-11.45
1589	"DIE 20 APRILIS, VESPERI."	H.10 M.49 1/3	alt.  11  27 1/4	11	332		1589	4	20	30	10		580501.92	1589.33	-1.00	11	27	15	-11.45
1589	"DIE 20 APRILIS, VESPERI."	H. 11  M.4 1/3	Declin. [MS]  11  27 3/4	11	332		1589	4	20	30	11		580501.96	1589.33	-1.00	11	27	45	-11.46
1589	"DIE 20 APRILIS, VESPERI."	H. 11  M.4 1/3	11  27 5/6	11	332		1589	4	20	30	11		580501.96	1589.33	-1.00	11	27	50	-11.46
1589	DIE 5  APRILIS.	H.11  22 1/6	Declin. [MS]  Merid.  12  40 1/2	11	332		1589	4	5	15	11		580486.96	1589.29	-1.00	12	40	30	-12.68
1589	DIE 5  APRILIS.	H.11  M.44	Declin. [MS] M.  12  40 2/3	11	332		1589	4	5	15	11		580486.96	1589.29	-1.00	12	40	40	-12.68
1589	"DIE 8 APRILIS, P.M.N."	H.12 M.50	Declin. M. [MS]  12  27	11	333		1589	4	8	18	12		580490.00	1589.30	-1.00	12	27		-12.45
1589	"DIE 13 APRILIS, NOCTU."	H.11 M.16 1/2	Declin. [MS] Merid.  12  2  40	11	333		1589	4	13	23	12		580495.00	1589.31	-1.00	12	2		-12.03
1589	DIE 15 APRILIS.	H.11 M.56	Declin. [MS] M.  11  52 1/2	11	333		1589	4	15	25	12		580497.00	1589.31	-1.00	11	52	30	-11.88
1589	DIE 20 APRILIS.	H.11 M.1 1/2	Declin. [MS] auft.  11  27 1/2	11	333		1589	4	20	30	12		580502.00	1589.33	-1.00	11	27	30	-11.46
1589	DIE 22 APRILIS.	H.11 M.18	Declin. [MS]  11  18	11	333		1589	4	22	32	12		580504.00	1589.33	-1.00	11	18		-11.30
1589	DIE 22 APRILIS.	H.11 M.18	alt.  11  18 1/4	11	333		1589	4	22	32	12		580504.00	1589.33	-1.00	11	18	15	-11.30
1589	DIE 23 APRILIS.	H.10 M.36 2/3	Declin. [MS]  11  13	11	333		1589	4	23	33	10		580504.92	1589.34	-1.00	11	13		-11.22
1589	DIE 23 APRILIS.	H.10 M.36 2/3	alt.  11  12 5/6	11	333		1589	4	23	33	10		580504.92	1589.34	-1.00	11	12	50	-11.21
1589	DIE 24 APRILIS.	H.10 M.53 5/6	Decl. [MS] per Armill.  11  9	11	333		1589	4	24	34	10		580505.92	1589.34	-1.00	11	9		-11.15
1589	DIE 24 APRILIS.	H.10 M.53 5/6	11  9 2/3	11	333		1589	4	24	34	10		580505.92	1589.34	-1.00	11	9	40	-11.16
1589	DIE 26 APRILIS.	H.11 M.8 1/2	Decl. [MS] per Arm.  11  0 1/2	11	334		1589	4	26	36	11		580507.96	1589.34	-1.00	11	0	30	-11.01
1589	DIE 26 APRILIS.	H.11 M.8 1/2	alt.  11  0 1/6	11	334		1589	4	26	36	11		580507.96	1589.34	-1.00	11	0	10	-11.00
1589	6. MAIJ ex obferuationibus protocollo infcriptis.	H.11 1/3	Declinatio [MS]  10  22 1/2 M.	11	335		1589	5	6	16	11		580517.96	1589.37	-1.00	10	22	30	-10.38
1589	15 SEPTEMBRIS.		Declin. vifa [MS]  24  33	11	336		1589	9	15	25	0		580649.50	1589.73	-1.00	24	33		-24.55
1589	DIE 1 NOUEMBRIS	H.6  M.10	Declinatio [MS]  23  22 M.	11	336		1589	11	1	11	6		580696.75	1589.86	-1.00	23	22		-23.37
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.5 5/6	Decl. [MS] B.  9  26	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	26		-9.43
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.5 5/6	9  26 1/2	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	26	30	-9.44
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.9 2/3	9  26	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	26		-9.43
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.9 2/3	9  26 2/3	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	26	40	-9.44
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.12 5/6	9  28 3/4	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	28	45	-9.48
1590	"DIE 4 MARTIJ, VESPERI."	H.7 M.12 5/6	9  29	12	44		1590	3	4	14	7		580819.79	1590.20	-1.00	9	29		-9.48
1590	"DIE 6 OCTOBRIS, MANE."		Declin. [MS]  6  14	12	44		1590	10	6	16			581035.50	1590.79	-1.00	6	14		-6.23
1590	"DIE 6 OCTOBRIS, MANE."		6  14 1/2	12	44		1590	10	6	16			581035.50	1590.79	-1.00	6	14	30	-6.24
1590	"DIE 6 OCTOBRIS, MANE."		Vicerverfa  6  13	12	44		1590	10	6	16			581035.50	1590.79	-1.00	6	13		-6.22
1590	"DIE 6 OCTOBRIS, MANE."		6  12 1/2	12	44		1590	10	6	16			581035.50	1590.79	-1.00	6	12	30	-6.21
1590	DIE 10 OCTOBRIS.	H.5 M.51	Decl. [MS]  5  12	12	44		1590	10	10	20	5		581039.71	1590.80	-1.00	5	12		-5.20
1590	DIE 10 OCTOBRIS.	H.5 M.51	5  15	12	44		1590	10	10	20	5		581039.71	1590.80	-1.00	5	15		-5.25
1590	DIE 10 OCTOBRIS.	H.5 M.54 1/2	5  11 1/2	12	44		1590	10	10	20	5		581039.71	1590.80	-1.00	5	11	30	-5.19
1590	DIE 10 OCTOBRIS.	H.5 M.54 1/2	5  12	12	44		1590	10	10	20	5		581039.71	1590.80	-1.00	5	12		-5.20
1590	DIE 31 OCTOBRIS.		Declin. [MS] auft.  0  1	12	44		1590	10	31	41			581060.50	1590.86	1.00	0	1		0.02
1590	DIE 31 OCTOBRIS.		0  1 1/2	12	44		1590	10	31	41			581060.50	1590.86	1.00	0	1	30	0.03
1590	DIE 31 OCTOBRIS.		0  1 1/3	12	44		1590	10	31	41			581060.50	1590.86	1.00	0	1	20	0.02
1590	DIE 31 OCTOBRIS.		0  2 1/2	12	44		1590	10	31	41			581060.50	1590.86	1.00	0	2	30	0.04
1590	DIE 25 NOUEMBRIS.		Decl. [MS]  5  59 1/2	12	44		1590	11	25	35			581085.50	1590.93	-1.00	5	59	30	-5.99
1590	DIE 25 NOUEMBRIS.		6  0	12	44		1590	11	25	35			581085.50	1590.93	-1.00	6	0		-6.00
1590	DIE 25 NOUEMBRIS.		5  59	12	44		1590	11	25	35			581085.50	1590.93	-1.00	5	59		-5.98
1590	"DIE 18 DECEMBRIS, MANE."	H.7 M.20 1/6	Decl. [MS] M.  11  4 5/6	12	44		1590	12	18	28	7		581108.79	1590.99	-1.00	11	4	50	-11.08
1590	"DIE 18 DECEMBRIS, MANE."	H.7 M.20 1/6	11  5	12	44		1590	12	18	28	7		581108.79	1590.99	-1.00	11	5		-11.08
1590	"DIE 19 DECEMBRIS, MANE."	H.7 M.10 1/2	Declin. [MS]  11  17	12	45		1590	12	19	29	7		581109.79	1590.99	-1.00	11	17		-11.28
1590	"DIE 19 DECEMBRIS, MANE."	H.7 M.13 S.35	vno pinn.  11  17 1/2	12	45		1590	12	19	29	7		581109.79	1590.99	-1.00	11	17	30	-11.29
1590	"DIE 19 DECEMBRIS, MANE."	H.7 M.13 S.35	11  18 1/3	12	45		1590	12	19	29	7		581109.79	1590.99	-1.00	11	18		-11.30
1590	"DIE 19 DECEMBRIS, MANE."	H.7 M.19 S.25	Declinatio  11  18	12	45		1590	12	19	29	7		581109.79	1590.99	-1.00	11	18		-11.30
1590	"DIE 19 DECEMBRIS, MANE."	H.7 M.25 1/6	11  18 1/3	12	45		1590	12	19	29	7		581109.79	1590.99	-1.00	11	18	20	-11.31
1590	"DIE 20 DECEMBRIS, MANE."	H.7 M.32 5/6	Decl. [MS]  11  30	12	45		1590	12	20	30	7		581110.79	1590.99	-1.00	11	30		-11.50
1590	"DIE 20 DECEMBRIS, MANE."	H.7 M.40 1/2	Viceverfa  11  39	12	45		1590	12	20	30	7		581110.79	1590.99	-1.00	11	39		-11.65
1590	"DIE 20 DECEMBRIS, MANE."	H.7 M.40 1/2	11  39 1/4	12	45		1590	12	20	30	7		581110.79	1590.99	-1.00	11	39	15	-11.65
1590	"DIE 20 DECEMBRIS, MANE."	H.7 M.42 2/3	Viceverfa 11  39 3/4	12	45		1590	12	20	30	7		581110.79	1590.99	-1.00	11	39	45	-11.66
1590	"DIE 20 DECEMBRIS, MANE."	H.7 M.42 2/3	11  39 5/6	12	45		1590	12	20	30	7		581110.79	1590.99	-1.00	11	39	50	-11.66
1590	"DIE 28 DECEMBRIS, MANE."	H.6 M.59 5/6	Decl. [MS]  13  6	12	45		1590	12	28	38	6		581118.75	1591.02	-1.00	13	6		-13.10
1590	"DIE 28 DECEMBRIS, MANE."	H.6 M.59 5/6	13  5 1/2	12	45		1590	12	28	38	6		581118.75	1591.02	-1.00	13	5	30	-13.09
1590	"DIE 28 DECEMBRIS, MANE."	H.7 M.10 2/3	13  5 2/3	12	45		1590	12	28	38	7		581118.79	1591.02	-1.00	13	5	40	-13.09
1590	"DIE 28 DECEMBRIS, MANE."	H.7 M.10 2/3	13  5 5/6	12	45		1590	12	28	38	7		581118.79	1591.02	-1.00	13	5	50	-13.10
1591	DIE 5 JANUARIJ.	H.6 M.52 1/3	Declin. [MS] vtroque pinn.  14  35 1/2	12	138		1591	1	5	15	6		581126.75	1591.04	-1.00	14	35	30	-14.59
1591	"DIE 22 JANUARIJ, MANE."	H.6 M.47	Declin. [MS]  17  23	12	138		1591	1	22	32	6		581143.75	1591.08	-1.00	17	23		-17.38
1591	"DIE 22 JANUARIJ, MANE."	H.6 M.47	17  24 5/6	12	138		1591	1	22	32	6		581143.75	1591.08	-1.00	17	24	50	-17.41
1591	"DIE 22 JANUARIJ, MANE."	H.6 M.50 5/6	17  24 1/2	12	138		1591	1	22	32	6		581143.75	1591.08	-1.00	17	24	30	-17.41
1591	"DIE 22 JANUARIJ, MANE."	H.6 M.50 5/6	17  25	12	138		1591	1	22	32	6		581143.75	1591.08	-1.00	17	25		-17.42
1591	DIE 23 JANUARIJ.	H.6 M.7 5/6	Declin. [MS]  18  16 1/6	12	139		1591	1	23	33	6		581144.75	1591.09	-1.00	18	16	10	-18.27
1591	DIE 23 JANUARIJ.	H.6 M.7 5/6	18  15 5/6	12	139		1591	1	23	33	6		581144.75	1591.09	-1.00	18	15	50	-18.26
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.44	Decl. [MS]  19  3 1/2	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	3	30	-19.06
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.44	19  4 1/2	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	4	30	-19.08
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.51 1/2	19  3	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	3		-19.05
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.51 1/2	19  2 1/2	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	2	30	-19.04
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.59 1/6	Viceverfa  19  3	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	3		-19.05
1591	"DIE 3 FEBRUARIJ, MANE."	H.5 M.59 1/6	19  3 1/2	12	139		1591	2	3	13	5		581155.71	1591.12	-1.00	19	3	30	-19.06
1591	"DIE 19 FEBRUARIJ, MANE."	H.5 M.27	Decl. [MS] M.  20  50 1/6	12	139		1591	2	19	29	5		581171.71	1591.16	-1.00	20	50	10	-20.84
1591	"DIE 19 FEBRUARIJ, MANE."	H.5 M.27	20  50	12	139		1591	2	19	29	5		581171.71	1591.16	-1.00	20	50		-20.83
1591	DIE 29 APRILIS.	H.1 M.29 1/6	Decl. [MS] M.  24  50	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	50		-24.83
1591	DIE 29 APRILIS.	H.1 M.29 1/6	24  48 3/4	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	48	45	-24.81
1591	DIE 29 APRILIS.	H.1 M.33 2/3	24  49 1/2	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	49	30	-24.83
1591	DIE 29 APRILIS.	H.1 M.47 1/6	24  49 5/6	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	49	50	-24.83
1591	DIE 29 APRILIS.	H.1 M.47 1/6	24  50	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	50		-24.83
1591	DIE 29 APRILIS.	H.1 M.50 1/3	24  50 	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	50		-24.83
1591	DIE 29 APRILIS.	H.1 M.50 1/3	24  50 1/4	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	50	15	-24.84
1591	DIE 29 APRILIS.	H.1 M.57 1/3	24  50	12	139		1591	4	29	39	1		581240.54	1591.35	-1.00	24	50		-24.83
1591	DIE 29 APRILIS.	H.13 M.56 3/4	Declin. M. obferuata  24 50	12	140		1591	4	29	39	13		581241.04	1591.35	-1.00	24	50		-24.83
1591	DIE 29 APRILIS.	H.13 M.56 3/4	Declin. pro refr. emend.  24  55	12	140		1591	4	29	39	13		581241.04	1591.35	-1.00	24	55		-24.92
1591	"DIE 13 MAIJ, MANE."	H.12 M.53 5/6	Decl. M.  25  36 2/3	12	140		1591	5	13	23	12		581255.00	1591.39	-1.00	25	36	40	-25.61
1591	"DIE 13 MAIJ, MANE."	H.12 M.53 5/6	25  37 1/2	12	140		1591	5	13	23	12		581255.00	1591.39	-1.00	25	37	30	-25.63
1591	"DIE 13 MAIJ, MANE."	H.1 M.5 1/2	25  27 5/6	12	140		1591	5	13	23	1		581254.54	1591.39	-1.00	25	27	50	-25.46
1591	"DIE 13 MAIJ, MANE."	H.1 M.34 1/3	25  38	12	140		1591	5	13	23	1		581254.54	1591.39	-1.00	25	38		-25.63
1591	"DIE 14 MAIJ, MANE."	H.12 M.58	Declin. M.  25  41 2/3	12	140		1591	5	14	24	12		581256.00	1591.39	-1.00	25	41	40	-25.69
1591	"DIE 14 MAIJ, MANE."	H.12 M.58	25  40 1/3	12	140		1591	5	14	24	12		581256.00	1591.39	-1.00	25	40	20	-25.67
1591	"DIE 14 MAIJ, MANE."	H.1 M.9 2/3	25  42	12	140		1591	5	14	24	1		581255.54	1591.39	-1.00	25	42		-25.70
1591	"DIE 14 MAIJ, MANE."	H.1 M.25 1/3	25  42	12	140		1591	5	14	24	1		581255.54	1591.39	-1.00	25	42		-25.70
1591	"DIE 14 MAIJ, MANE."	H.1 M.25 1/3	25  42 1/6	12	140		1591	5	14	24	1		581255.54	1591.39	-1.00	25	42	10	-25.70
1591	DIE 21 MAIJ.	H.12 M.49 5/6	Decl. M.  26  15	12	141		1591	5	21	31	12		581263.00	1591.41	-1.00	26	15		-26.25
1591	DIE 24 MAIJ.	H.13 M.2	Decl. [MS] M.  26  27 2/3	12	141		1591	5	24	34	13		581266.04	1591.42	-1.00	26	27	40	-26.46
1591	DIE 24 MAIJ.	H.13 M.2	26  27	12	141		1591	5	24	34	13		581266.04	1591.42	-1.00	26	27		-26.45
1591	DIE 24 MAIJ.	H.13 M.13	Declin. obferuata  26  28	12	142		1591	5	24	34	13		581266.04	1591.42	-1.00	26	28		-26.47
1591	DIE 29  MAIJ.	H.12 M.27 1/2	Declin.  26  47 1/3	12	142		1591	5	29	39	12		581271.00	1591.43	-1.00	26	47	20	-26.79
1591	DIE 29  MAIJ.	H.12 M.27 1/2	26  48	12	142		1591	5	29	39	12		581271.00	1591.43	-1.00	26	48		-26.80
1591	DIE 29  MAIJ.	H.12  M.49 5/6	26  47 2/3	12	142		1591	5	29	39	12		581271.00	1591.43	-1.00	26	47	40	-26.79
1591	DIE 29  MAIJ.	H.13 M.26 5/6	26  47 1/2	12	142		1591	5	29	39	13		581271.04	1591.43	-1.00	26	47	30	-26.79
1591	DIE 29  MAIJ.	H.13 M.26 5/6	26  48	12	142		1591	5	29	39	13		581271.04	1591.43	-1.00	26	48		-26.80
1591	DIE 6 JUNIJ.	H.12 M.20 3/4	Declin.  27  16 1/2	12	142		1591	6	6	16	12		581279.00	1591.46	-1.00	27	16	30	-27.28
1591	DIE 6 JUNIJ.	H.12 M.20 3/4	27  16 1/4	12	142		1591	6	6	16	12		581279.00	1591.46	-1.00	27	16	15	-27.27
1591	DIE 6 JUNIJ.	H.12 M.54 1/4	27  15 1/2	12	142		1591	6	6	16	12		581279.00	1591.46	-1.00	27	15	30	-27.26
1591	DIE 6 JUNIJ.	H.12 M.54 1/4	27  16	12	142		1591	6	6	16	12		581279.00	1591.46	-1.00	27	16		-27.27
1591	DIE 10 JUNIJ.	H.11 M.28	Declin.  27  27 1/2	12	142		1591	6	10	20	11		581282.96	1591.47	-1.00	27	27	30	-27.46
1591	DIE 10 JUNIJ.	H.11 M.28	27  27	12	142		1591	6	10	20	11		581282.96	1591.47	-1.00	27	27		-27.45
1591	DIE 10 JUNIJ.	H.11 M.47	27  27 2/3	12	143		1591	6	10	20	11		581282.96	1591.47	-1.00	27	27	40	-27.46
1591	DIE 10 JUNIJ.	H.11 M.47	27  27 1/3	12	143		1591	6	10	20	11		581282.96	1591.47	-1.00	27	27	20	-27.46
1591	DIE 11 JUNIJ.	H.11 M.7 3/4	Declin.  27  29	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	29		-27.48
1591	DIE 11 JUNIJ.	H.11 M.7 3/4	27  28 3/4	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	28	45	-27.48
1591	DIE 11 JUNIJ.	H.11 M.22 3/4	27  30	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	30		-27.50
1591	DIE 11 JUNIJ.	H.11 M.22 3/4	27  29 3/4	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	29	45	-27.50
1591	DIE 11 JUNIJ.	H.11 M.41 1/4	27  29 3/4	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	29	45	-27.50
1591	DIE 11 JUNIJ.	H.11 M.41 1/4	27  30	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	30		-27.50
1591	DIE 11 JUNIJ.	H.11 M.30	Declin. M.  27  39	12	143		1591	6	11	21	11		581283.96	1591.47	-1.00	27	39		-27.65
1591	"DIE 12 JUNIJ, VESPERI."	H.11 M.6 1/2	Declin. [MS]  27  32	12	143		1591	6	12	22	11		581284.96	1591.47	-1.00	27	32		-27.53
1591	"DIE 12 JUNIJ, VESPERI."	H.11 M.6 1/2	27  32	12	143		1591	6	12	22	11		581284.96	1591.47	-1.00	27	32		-27.53
1591	"DIE 12 JUNIJ, VESPERI."	H.12 M.2 5/6	27  33	12	143		1591	6	12	22	12		581285.00	1591.47	-1.00	27	33		-27.55
1591	"DIE 12 JUNIJ, VESPERI."	H.12 M.2 5/6	27  32 1/2	12	143		1591	6	12	22	12		581285.00	1591.47	-1.00	27	32	30	-27.54
1591	"DIE 12 JUNIJ, VESPERI."	H.11 M.50	Declin. M. [MS]  27  41	12	143		1591	6	12	22	11		581284.96	1591.47	-1.00	27	41		-27.68
1591	"DIE 27 JUNIJ, VESPERI."	H.11 M.32 1/3	Declinatio [MS]  27  57 3/4	12	144		1591	6	27	37	11		581299.96	1591.51	-1.00	27	57	45	-27.96
1591	"DIE 27 JUNIJ, VESPERI."	H.11 M.32 1/3	27  58 1/6	12	144		1591	6	27	37	11		581299.96	1591.51	-1.00	27	58	10	-27.97
1591	"DIE 28 JUNIJ, VESPERI."	H.9 M.58 1/3	Declin.  27  49 1/3	12	144		1591	6	28	38	9		581300.88	1591.52	-1.00	27	49	20	-27.82
1591	"DIE 28 JUNIJ, VESPERI."	H.9 M.58 1/3	27  49	12	144		1591	6	28	38	9		581300.88	1591.52	-1.00	27	49		-27.82
1591	"DIE 28 JUNIJ, VESPERI."	H.10 M.26	Declinatio M.  27  58 1/2	12	144		1591	6	28	38	10		581300.92	1591.52	-1.00	27	58	30	-27.98
1591	DIE 16 JULIJ.	H.9 M.22 1/2	Declin.  27  47 1/2	12	144		1591	7	16	26	9		581318.88	1591.56	-1.00	27	47	30	-27.79
1591	DIE 16 JULIJ.	H.9 M.24 3/4	27  48 1/3	12	144		1591	7	16	26	9		581318.88	1591.56	-1.00	27	48	20	-27.81
1591	DIE 16 JULIJ.	H.10 M.2 S.13	27  44	12	144		1591	7	16	26	10		581318.92	1591.56	-1.00	27	44		-27.73
1591	DIE 16 JULIJ.	H.9 M.24 3/4	Decl. M.  27  57	12	144		1591	7	16	26	9		581318.88	1591.56	-1.00	27	57		-27.95
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.41	Declin. [MS] M.  24  55 1/3	12	144		1591	9	23	33	6		581387.75	1591.75	-1.00	24	55	20	-24.92
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.41	24  55	12	144		1591	9	23	33	6		581387.75	1591.75	-1.00	24	55		-24.92
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.52 5/6	Decl. 24  55 2/3	12	145		1591	9	23	33	6		581387.75	1591.75	-1.00	24	55	40	-24.93
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.52 5/6	24  55	12	145		1591	9	23	33	6		581387.75	1591.75	-1.00	24	55		-24.92
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.57	Declin. obferuata  24  55  15	12	145		1591	9	23	33	6		581387.75	1591.75	-1.00	24	55		-24.92
1591	"DIE 23 SEPTEMBRIS, VESPERI."	H.6 M.57	Declin. vera  25  2  0	12	145		1591	9	23	33	6		581387.75	1591.75	-1.00	25	2		-25.03
1591	"DIE 27 SEPTEMBRIS, VESPERI."	H.6 M.25 1/2	Declinatio  24  47 1/4	12	145		1591	9	27	37	6		581391.75	1591.76	-1.00	25	47	15	-25.79
1591	"DIE 27 SEPTEMBRIS, VESPERI."	H.6 M.25 1/2	24  47 2/3	12	145		1591	9	27	37	6		581391.75	1591.76	-1.00	25	47	40	-25.79
1591	"DIE 27 SEPTEMBRIS, VESPERI."	H.7 M.5 1/2	Declinatio [MS]  24  48	12	145		1591	9	27	37	7		581391.79	1591.76	-1.00	25	48		-25.80
1591	"DIE 27 SEPTEMBRIS, VESPERI."	H.7 M.5 1/2	24  47 2/3	12	145		1591	9	27	37	7		581391.79	1591.76	-1.00	25	47	40	-25.79
1591	DIE 30 SEPTEMBRIS.	H.6 M.20 2/3	Declinatio [MS]  24  26 1/6	12	145		1591	9	30	40	6		581394.75	1591.77	-1.00	25	26	10	-25.44
1591	DIE 30 SEPTEMBRIS.	H.6 M.20 2/3	24  25 1/2	12	145		1591	9	30	40	6		581394.75	1591.77	-1.00	25	25	30	-25.43
